"DexNumber","Name","Form","Type1","Type2","HP","Attack","Defense","SpAttack","SpDefense","Speed","Ability1","Ability2","HiddenAbility","Weight","Height","ApiId","Moves"
"745","lycanroc-midnight","midnight","rock","","75","117","65","55","65","110","tough-claws","","","250","11","10126","bite,body-slam,brick-break,bulk-up,bulldoze,charm,close-combat,counter,crunch,dig,double-team,double-edge,earth-power,endeavor,endure,facade,fire-fang,fire-punch,fling,focus-punch,foul-play,giga-impact,helping-hand,howl,hyper-voice,iron-defense,iron-head,iron-tail,knock-off,lash-out,last-resort,low-sweep,mega-kick,mud-slap,outrage,payback,play-rough,protect,psychic-fangs,rest,reversal,roar,rock-blast,rock-slide,rock-tomb,round,sandstorm,scary-face,shadow-claw,sleep-talk,snarl,snore,stealth-rock,stomping-tantrum,stone-edge,substitute,sucker-punch,sunny-day,swords-dance,taunt,thrash,throat-chop,thunder-fang,thunder-punch,trailblaze,upper-hand,uproar,zen-headbutt"
"748","toxapex","","poison","water","50","63","152","53","142","35","merciless","limber","regenerator","145","7","748","acid-spray,baneful-bunker,bite,blizzard,body-slam,chilling-water,cross-poison,endure,facade,giga-impact,gunk-shot,haze,hex,hydro-pump,hyper-beam,ice-beam,ice-spinner,icy-wind,infestation,iron-defense,light-screen,liquidation,lunge,mud-shot,muddy-water,pain-split,payback,pin-missile,poison-jab,pounce,protect,rain-dance,recover,rest,round,scary-face,sleep-talk,sludge-bomb,sludge-wave,smack-down,snore,spit-up,stockpile,substitute,surf,swallow,toxic,toxic-spikes,venoshock,water-pulse,wide-guard"
"750","mudsdale","","ground","","100","125","100","55","85","35","own-tempo","stamina","inner-focus","9200","25","750","body-press,body-slam,bulldoze,close-combat,counter,curse,double-edge,earth-power,earthquake,endeavor,endure,facade,fissure,focus-blast,giga-impact,heavy-slam,high-horsepower,hyper-beam,iron-defense,iron-head,lash-out,low-kick,low-sweep,mega-kick,mud-shot,mud-slap,payback,protect,rest,roar,rock-slide,rock-tomb,round,sand-tomb,sandstorm,scary-face,sleep-talk,smack-down,snore,stealth-rock,stomping-tantrum,stone-edge,substitute,sunny-day,superpower"
"752","araquanid","","water","bug","68","70","92","50","132","42","water-bubble","water-absorb","","820","18","752","aqua-ring,attract,bite,blizzard,body-slam,bug-bite,bug-buzz,chilling-water,crunch,dive,endeavor,endure,entrainment,facade,giga-drain,giga-impact,hydro-pump,hyper-beam,ice-beam,icy-wind,infestation,iron-defense,leech-life,liquidation,lunge,magic-room,mirror-coat,poison-jab,pounce,power-split,protect,rain-dance,reflect,rest,round,scary-face,skitter-smack,sleep-talk,snore,soak,spit-up,sticky-web,stockpile,substitute,surf,trailblaze,water-pulse,waterfall,wide-guard,wonder-room,x-scissor"
"758","salazzle","","poison","fire","68","64","60","111","60","117","corrosion","oblivious","","222","12","758","acid-spray,acrobatics,agility,beat-up,belch,body-slam,breaking-swipe,burning-jealousy,corrosive-gas,cross-poison,disable,dragon-cheer,dragon-claw,dragon-dance,dragon-pulse,dragon-tail,encore,endeavor,endure,facade,fake-out,fake-tears,fire-blast,fire-fang,fire-lash,flame-charge,flamethrower,flare-blitz,fling,foul-play,giga-impact,gunk-shot,heat-wave,helping-hand,hyper-beam,hyper-voice,iron-tail,knock-off,leech-life,mud-slap,nasty-plot,overheat,payback,poison-fang,poison-jab,protect,rest,round,scale-shot,scary-face,shadow-claw,skitter-smack,sleep-talk,sludge-bomb,sludge-wave,snore,substitute,sunny-day,swagger,sweet-scent,taunt,temper-flare,thief,thunder-wave,torment,toxic,toxic-spikes,trailblaze,venoshock,will-o-wisp"
"763","tsareena","","grass","","72","120","98","50","98","72","leaf-guard","queenly-majesty","sweet-veil","214","12","763","helping-hand,power-whip,protect,high-jump-kick,knock-off,low-kick,trop-kick,u-turn,zen-headbutt,acrobatics,acupressure,aromatic-mist,bounce,bullet-seed,charm,dazzling-gleam,draining-kiss,endeavor,endure,energy-ball,facade,flail,fling,giga-drain,giga-impact,grass-knot,grassy-glide,grassy-terrain,hyper-beam,leaf-storm,light-screen,low-sweep,mega-kick,payback,petal-blizzard,play-rough,rapid-spin,reflect,rest,round,seed-bomb,sleep-talk,snore,solar-beam,solar-blade,substitute,sunny-day,swagger,sweet-scent,synthesis,taunt,teeter-dance,trailblaze,triple-axel"
"765","oranguru","","normal","psychic","90","60","80","90","110","60","inner-focus","telepathy","symbiosis","760","15","765","after-you,body-slam,brick-break,bulldoze,calm-mind,charge-beam,chilling-water,earthquake,encore,endeavor,endure,energy-ball,expanding-force,extrasensory,facade,fling,focus-blast,foul-play,future-sight,giga-impact,gravity,hyper-beam,hyper-voice,imprison,instruct,knock-off,last-resort,light-screen,magic-room,mega-kick,nasty-plot,pain-split,payback,protect,psych-up,psychic,psychic-noise,psychic-terrain,psyshock,quash,rain-dance,reflect,rest,rock-slide,round,safeguard,scary-face,shadow-ball,skill-swap,sleep-talk,snore,stored-power,substitute,sunny-day,taunt,terrain-pulse,thunder,thunderbolt,trailblaze,trick,trick-room,wonder-room,yawn,zen-headbutt"
"766","passimian","","fighting","","100","120","90","40","60","80","receiver","defiant","","828","20","766","acrobatics,assurance,baton-pass,beat-up,body-slam,brick-break,brutal-swing,bulk-up,bulldoze,chilling-water,close-combat,coaching,counter,curse,double-edge,drain-punch,earthquake,electroweb,endure,energy-ball,facade,feint,fling,focus-blast,focus-energy,focus-punch,giga-impact,grass-knot,gunk-shot,gyro-ball,hyper-beam,iron-head,iron-tail,knock-off,low-kick,low-sweep,mega-kick,pain-split,payback,protect,quick-attack,quick-guard,rain-dance,rest,reversal,rock-slide,rock-tomb,round,scary-face,seed-bomb,seismic-toss,shadow-ball,sleep-talk,smack-down,snore,substitute,sunny-day,superpower,taunt,thief,thrash,trailblaze,u-turn,upper-hand,uproar,vacuum-wave"
"778","mimikyu","","ghost","fairy","55","90","80","50","105","96","disguise","","","7","2","778","play-rough,trick-room,curse,protect,shadow-claw,shadow-sneak,baby-doll-eyes,beat-up,bulk-up,burning-jealousy,charm,confuse-ray,copycat,dark-pulse,dazzling-gleam,destiny-bond,double-team,drain-punch,draining-kiss,endure,facade,fling,giga-drain,giga-impact,hex,hyper-beam,leech-life,light-screen,magic-room,misty-terrain,night-shade,night-slash,pain-split,payback,phantom-force,pounce,psych-up,psychic,rain-dance,rest,round,safeguard,screech,shadow-ball,sleep-talk,snore,spite,substitute,sunny-day,swords-dance,taunt,thief,thunder,thunder-wave,thunderbolt,trailblaze,trick,will-o-wisp,wood-hammer,x-scissor"
"780","drampa","","normal","dragon","78","60","85","135","91","36","berserk","sap-sipper","cloud-nine","1850","30","780","dragon-pulse,hyper-voice,protect,roost,amnesia,attract,blizzard,body-slam,breaking-swipe,bulldoze,calm-mind,draco-meteor,dragon-cheer,dragon-claw,dragon-dance,dragon-rush,earth-power,earthquake,endure,energy-ball,extrasensory,facade,fire-blast,flamethrower,fling,fly,focus-blast,giga-impact,glare,grass-knot,heat-wave,helping-hand,hurricane,hydro-pump,hyper-beam,ice-beam,icy-wind,lash-out,light-screen,outrage,play-rough,rain-dance,rest,rock-slide,round,safeguard,scale-shot,shadow-ball,shadow-claw,sleep-talk,snarl,snore,solar-beam,steel-wing,stomping-tantrum,substitute,sunny-day,superpower,surf,thunder,thunder-wave,thunderbolt,tickle,tri-attack,uproar,whirlwind"
"784","kommo-o","","dragon","fighting","75","110","125","100","105","85","bulletproof","soundproof","overcoat","782","16","784","protect,aura-sphere,clanging-scales,clangorous-soul,draco-meteor,body-press,flamethrower,iron-defense,aerial-ace,attract,belly-drum,body-slam,boomburst,breaking-swipe,brick-break,brutal-swing,bulk-up,bulldoze,close-combat,coaching,counter,double-edge,dragon-cheer,dragon-claw,dragon-dance,dragon-pulse,dragon-tail,drain-punch,earthquake,endeavor,endure,facade,fire-punch,flash-cannon,fling,focus-blast,focus-punch,giga-impact,helping-hand,hyper-beam,hyper-voice,ice-punch,iron-head,iron-tail,low-kick,mega-kick,metal-sound,noble-roar,outrage,payback,poison-jab,rain-dance,rest,reversal,roar,rock-slide,rock-tomb,round,sandstorm,scale-shot,scary-face,screech,shadow-claw,sleep-talk,snore,stealth-rock,stomping-tantrum,substitute,sunny-day,superpower,swords-dance,taunt,throat-chop,thunder-punch,upper-hand,uproar,vacuum-wave,x-scissor"
"823","corviknight","","flying","steel","98","87","105","53","85","67","pressure","unnerve","mirror-armor","750","22","823","body-press,tailwind,iron-defense,iron-head,brave-bird,roost,protect,taunt,aerial-ace,agility,air-cutter,air-slash,assurance,body-slam,bulk-up,curse,defog,double-edge,drill-peck,dual-wingbeat,endure,facade,fake-tears,feather-dance,flash-cannon,fly,focus-energy,giga-impact,heavy-slam,hurricane,hyper-beam,light-screen,metal-sound,nasty-plot,payback,pluck,power-trip,rain-dance,reflect,rest,reversal,round,scary-face,screech,sky-attack,sleep-talk,snore,spite,steel-beam,steel-wing,substitute,sunny-day,swagger,thief,u-turn"
"841","flapple","","grass","dragon","70","110","80","95","60","70","ripen","gluttony","hustle","10","3","841","acid-spray,acrobatics,aerial-ace,air-slash,bullet-seed,draco-meteor,dragon-dance,dragon-pulse,dragon-rush,dual-wingbeat,endeavor,endure,energy-ball,facade,fly,focus-energy,giga-drain,giga-impact,grass-knot,grassy-glide,grassy-terrain,grav-apple,growth,heavy-slam,hyper-beam,iron-defense,leaf-storm,leech-seed,outrage,pounce,protect,recycle,rest,round,scary-face,seed-bomb,sleep-talk,snore,solar-beam,substitute,sucker-punch,sunny-day,trailblaze,u-turn"
"842","appletun","","grass","dragon","110","85","80","100","80","30","ripen","gluttony","thick-fat","130","4","842","amnesia,apple-acid,body-press,body-slam,bulldoze,bullet-seed,curse,draco-meteor,dragon-pulse,dragon-tail,earthquake,endure,energy-ball,facade,giga-drain,giga-impact,grass-knot,grassy-glide,grassy-terrain,growth,gyro-ball,heavy-slam,helping-hand,high-horsepower,hyper-beam,iron-defense,iron-head,leaf-storm,leech-seed,light-screen,outrage,pounce,protect,rain-dance,recover,recycle,reflect,rest,round,seed-bomb,sleep-talk,snore,solar-beam,stomping-tantrum,substitute,sucker-punch,sunny-day,superpower,sweet-scent,trailblaze,zen-headbutt"
"844","sandaconda","","ground","","72","107","125","65","70","71","sand-spit","shed-skin","sand-veil","655","38","844","belch,body-press,body-slam,brutal-swing,bulldoze,coil,dig,dragon-rush,drill-run,earth-power,earthquake,endeavor,endure,facade,fire-fang,giga-impact,glare,high-horsepower,hurricane,hyper-beam,iron-defense,iron-head,last-resort,minimize,mud-shot,mud-slap,outrage,protect,rest,rock-blast,rock-slide,rock-tomb,round,sand-tomb,sandstorm,scale-shot,scary-face,scorching-sands,screech,skitter-smack,sleep-talk,snore,stealth-rock,stone-edge,substitute,thunder-fang,wrap,zen-headbutt"
"855","polteageist","","ghost","","60","65","65","134","114","70","weak-armor","cursed-body","","4","2","855","ally-switch,aromatic-mist,baton-pass,calm-mind,confuse-ray,curse,dark-pulse,endure,facade,foul-play,giga-drain,giga-impact,hex,hyper-beam,imprison,light-screen,memento,nasty-plot,night-shade,pain-split,payback,phantom-force,poltergeist,protect,psychic,psyshock,reflect,rest,round,self-destruct,shadow-ball,shell-smash,skill-swap,sleep-talk,snore,spite,stored-power,strength-sap,substitute,sucker-punch,sweet-scent,teatime,trick,trick-room,will-o-wisp,wonder-room"
"858","hatterene","","psychic","fairy","57","90","95","136","103","29","healer","anticipation","magic-bounce","51","21","858","dazzling-gleam,protect,psychic,trick-room,after-you,agility,aromatic-mist,baton-pass,brutal-swing,calm-mind,charm,dark-pulse,draining-kiss,endure,expanding-force,facade,future-sight,giga-drain,giga-impact,gravity,guard-swap,heal-pulse,healing-wish,helping-hand,hyper-beam,imprison,life-dew,light-screen,magic-powder,magic-room,misty-explosion,misty-terrain,mystical-fire,nuzzle,pain-split,play-rough,power-swap,power-whip,psych-up,psychic-noise,psychic-terrain,psycho-cut,psyshock,quash,reflect,rest,round,safeguard,shadow-ball,shadow-claw,skill-swap,sleep-talk,snore,stored-power,substitute,swords-dance,thunder-wave,wonder-room"
"866","mr-rime","","ice","psychic","80","85","75","110","100","70","tangled-feet","screen-cleaner","ice-body","582","15","866","after-you,ally-switch,attract,avalanche,baton-pass,blizzard,block,body-slam,brick-break,calm-mind,charm,chilling-water,confuse-ray,copycat,dazzling-gleam,drain-punch,encore,endure,energy-ball,expanding-force,facade,fake-out,fake-tears,fling,focus-blast,foul-play,freeze-dry,frost-breath,future-sight,giga-impact,grass-knot,guard-swap,haze,helping-hand,hyper-beam,hypnosis,ice-beam,ice-punch,ice-shard,ice-spinner,icicle-spear,icy-wind,iron-defense,light-screen,magic-room,mega-kick,mirror-coat,misty-terrain,nasty-plot,payback,power-split,power-swap,protect,psychic,psychic-terrain,psyshock,rain-dance,rapid-spin,recycle,reflect,rest,role-play,round,safeguard,screech,shadow-ball,sheer-cold,skill-swap,slack-off,sleep-talk,snore,snowscape,solar-beam,stomping-tantrum,stored-power,substitute,sucker-punch,sunny-day,swagger,taunt,teeter-dance,thief,thunder,thunder-wave,thunderbolt,tickle,torment,trick,trick-room,triple-axel,uproar,wonder-room,zen-headbutt"
"867","runerigus","","ground","ghost","58","95","145","50","105","30","wandering-spirit","","","666","16","867","ally-switch,amnesia,attract,body-press,brutal-swing,bulldoze,calm-mind,confuse-ray,curse,dark-pulse,destiny-bond,disable,dragon-pulse,earth-power,earthquake,endure,energy-ball,facade,fake-tears,giga-drain,giga-impact,grass-knot,guard-split,guard-swap,haze,hex,hyper-beam,imprison,iron-defense,mean-look,memento,nasty-plot,night-shade,payback,phantom-force,poltergeist,power-split,power-swap,protect,psychic,psyshock,rain-dance,rest,rock-blast,rock-slide,rock-tomb,round,safeguard,sand-tomb,sandstorm,scary-face,self-destruct,shadow-ball,shadow-claw,shadow-punch,skill-swap,sleep-talk,snore,stealth-rock,stone-edge,substitute,taunt,thief,toxic-spikes,trick,trick-room,will-o-wisp,wonder-room,zen-headbutt"
"869","alcremie","","fairy","","65","60","75","110","121","64","sweet-veil","aroma-veil","","5","3","869","acid-armor,alluring-voice,aromatic-mist,attract,baby-doll-eyes,calm-mind,charm,dazzling-gleam,decorate,drain-punch,draining-kiss,encore,endeavor,endure,energy-ball,entrainment,facade,fake-tears,fling,giga-drain,giga-impact,helping-hand,hyper-beam,imprison,last-resort,light-screen,magic-room,misty-explosion,misty-terrain,mystical-fire,pain-split,play-rough,protect,psych-up,psychic,psyshock,recover,rest,round,safeguard,sleep-talk,snore,solar-beam,stored-power,substitute,sweet-kiss,sweet-scent,tri-attack,wonder-room"
"877","morpeko","","electric","dark","58","95","58","70","58","97","hunger-switch","","","30","3","877","agility,assurance,aura-wheel,baton-pass,bite,brick-break,bullet-seed,charge,charge-beam,crunch,dark-pulse,double-edge,eerie-impulse,electric-terrain,electro-ball,endeavor,endure,facade,fake-out,fake-tears,fire-fang,flatter,fling,foul-play,ice-fang,knock-off,lash-out,nasty-plot,outrage,parting-shot,payback,power-trip,protect,psychic-fangs,quash,quick-attack,rapid-spin,rest,reversal,rising-voltage,round,scary-face,seed-bomb,sleep-talk,snarl,snore,spite,stomping-tantrum,substitute,super-fang,swagger,taunt,thief,thrash,thunder,thunder-fang,thunder-punch,thunder-wave,thunderbolt,tickle,torment,uproar,volt-switch,wild-charge"
"887","dragapult","","dragon","ghost","88","120","75","100","75","142","clear-body","infiltrator","cursed-body","500","30","887","draco-meteor,dragon-darts,outrage,phantom-force,protect,shadow-ball,thunder-wave,u-turn,dragon-dance,hex,light-screen,reflect,thunderbolt,will-o-wisp,acrobatics,agility,assurance,baton-pass,beat-up,bite,body-slam,breaking-swipe,confuse-ray,curse,disable,dive,double-hit,double-team,double-edge,dragon-cheer,dragon-claw,dragon-pulse,dragon-rush,dragon-tail,endure,facade,fire-blast,flamethrower,fly,giga-impact,helping-hand,hydro-pump,hyper-beam,infestation,last-resort,lock-on,night-shade,pounce,psychic-fangs,quick-attack,rest,round,sleep-talk,snore,solar-beam,steel-wing,substitute,sucker-punch,sunny-day,surf,thief,thunder,tri-attack"
"899","wyrdeer","","normal","psychic","103","105","72","105","75","65","intimidate","frisk","sap-sipper","951","18","899","agility,bite,body-slam,bulldoze,calm-mind,charge-beam,confuse-ray,curse,dig,disable,double-edge,earth-power,earthquake,endure,energy-ball,expanding-force,extrasensory,facade,future-sight,giga-impact,gravity,helping-hand,high-horsepower,hyper-beam,hypnosis,imprison,light-screen,lunge,megahorn,protect,psych-up,psychic,psychic-noise,psyshield-bash,psyshock,rain-dance,reflect,rest,roar,role-play,scary-face,shadow-ball,skill-swap,sleep-talk,solar-beam,spite,stored-power,substitute,sunny-day,thief,thrash,throat-chop,thunder,thunder-wave,thunderbolt,trailblaze,trick,trick-room,uproar,wild-charge,zen-headbutt"
"900","kleavor","","bug","rock","70","130","95","45","75","85","swarm","sheer-force","sharpness","890","18","900","aerial-ace,night-slash,stone-axe,u-turn,acrobatics,agility,air-cutter,air-slash,ancient-power,baton-pass,brick-break,brutal-swing,bug-bite,bug-buzz,close-combat,counter,defog,double-hit,double-team,double-edge,dual-wingbeat,endure,facade,feint,focus-energy,giga-impact,helping-hand,hyper-beam,light-screen,lunge,pounce,protect,quick-attack,quick-guard,rain-dance,rest,reversal,rock-blast,rock-slide,rock-tomb,sandstorm,scary-face,skitter-smack,sleep-talk,smack-down,stealth-rock,stone-edge,struggle-bug,substitute,sunny-day,swords-dance,tailwind,thief,trailblaze,vacuum-wave,x-scissor"
"902","basculegion-male","male","water","ghost","120","112","65","80","75","78","swift-swim","adaptability","mold-breaker","1100","30","902","agility,aqua-jet,bite,blizzard,chilling-water,confuse-ray,crunch,double-edge,endeavor,endure,facade,flail,flip-turn,giga-impact,head-smash,hex,hydro-pump,hyper-beam,ice-beam,ice-fang,icy-wind,last-respects,liquidation,mud-shot,muddy-water,night-shade,outrage,pain-split,phantom-force,protect,psychic-fangs,rain-dance,rest,scale-shot,scary-face,shadow-ball,sleep-talk,snowscape,soak,spite,substitute,surf,thrash,uproar,water-pulse,waterfall,wave-crash,whirlpool,zen-headbutt"
"902","basculegion-female","female","water","ghost","120","92","65","100","75","78","swift-swim","adaptability","mold-breaker","1100","30","10248","agility,aqua-jet,bite,blizzard,chilling-water,confuse-ray,crunch,double-edge,endeavor,endure,facade,flail,flip-turn,giga-impact,head-smash,hex,hydro-pump,hyper-beam,ice-beam,ice-fang,icy-wind,last-respects,liquidation,mud-shot,muddy-water,night-shade,outrage,pain-split,phantom-force,protect,psychic-fangs,rain-dance,rest,scale-shot,scary-face,shadow-ball,sleep-talk,snowscape,soak,spite,substitute,surf,thrash,uproar,water-pulse,waterfall,wave-crash,whirlpool,zen-headbutt"
